case_id,case_number,investigation_started,decision_date,duration_months,case_name,parties_name,parties_count,report_route,decision_type,article_infringed,offense_nature,commissioner,commissioner_id,appeal,court_case_linked,,,,,,,
365,34494,21.01.1992,24.02.1993,13,Tariff Structures - Combined,Société nationale des chemins de fer luxembourgeois; Córas Iompair Ëireann; Britisch Railways Board; Deutsche Bundesbahn; SNCB; Caminhos-de-Ferro Portugueses; NV Nederlandse Spoorwegen; Renfe; Ente Ferrovie dello Stata; SNCF; DSB; Chemins de fer helléniques,12,Notification,Exemption,81,Tariff agreement leads to horizontal restraints,Karel van Miert (M),13,0,,,,,,,,
366,32150,03.04.1989,11.06.1993,50,UER / Eurovision,European Broadcasting Union,1,Commission own initiative,Exemption,81,Acquisition and exchange of television rights of sport events (horizontal),Karel van Miert (M),13,1,"T-528/93, T-542/93, T-543/93, T-546/93",,,,,,,
367,"31550, 31898",27.09.1989,22.06.1993,45,Zera / Montedison and Hinkens / Stähler,EniChem Agricultura SpA; EniChem Deutschland AG; Stähler Agrochemie GmbH,3,Complaint,Infringement,81,Exclusive distribution system and prohibition of parallel imports (vertical),Karel van Miert (M),14,0,,,,,,,,
368,33407,25.09.1991,30.06.1993,21,CNSD,Consiglio Nazionale degli Spedizionieri Doganali (CNSD),1,Complaint,Infringement,81,"Horizontal restraints, which result in tariff fixing for suppliers",Karel van Miert (M),14,1,T-513/93,,,,,,,
369,"32031, 32366, 32404",15.09.1986,24.11.1993,86,Auditel,Auditel Srl.,1,Notification,Infringement,81,"Vertical restraints, horizontal restraints and not allowed agreements with shareholders",Karel van Miert (M),14,0,,,,,,,,
370,29420,12.01.1989,21.12.1993,60,GRUNDIG (SYSTEME DE DISTRIBUTION),Grundig AG,1,Notification,Exemption,81,Exclusive dealer agreements (vertical),Karel van Miert (M),14,0,,,,,,,,
371,N/A,24.11.1992,21.12.1993,12,Rodby,Kingdom of Denmark,1,Complaint,Infringement,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
372,30525,12.10.1993,21.02.1994,5,International Energy Agency,Amerade Hess Corporation; Amoco Corporation; Anonima Petroli Italiana (API); Ashland Oil inc.; Atlantic Richfield Company; BP Oil International Limited; Caltex Petroleum Corporation; Chevron Corporation; Compañia Española de Petróleos SA (Cepsa); Conoco Inc.; Cosmo Oil Co. Ltd.; DEA Mineralöl AG; Ente Nationale Idrocarburi (ENI); Agip Petroli SpA; Exson Corporation; Idemitsu Kosart Co. Ltd.; Japan Energy Corporation; Mabanaft GmbH; Mitsubishi Oil Co. Ltd.; Mobil Oil Corporation; Neste Oy; Norsk Hydro as; OK Petroleum AB; ÖMV AG; Petro-Canada Products Ltd.; Petrofina SA; Petrogal SA; Petróleos del Norte SA (Petronor); Petroleum Association of Japan (PAJ); Praoil; Philips Petroleum Company; Repsol SA; Shell International Petroleum Co. Ltd.; Shell Oil Company Houston; Société nationale Elf Aquitaine; Statoil; Sun Oil Company Inc.; Texaco Inc.; Total SA; Türkiye Petrol Fafinerili AS (TÜPRAS); VEBA Öl AG; Wintershall AG,41,Notification,Exemption,81,Vertical restraints and distribution rights,Karel van Miert (M),14,0,,,,,,,,
373,33941,16.05.1991,29.03.1994,34,HOV SVZ / MCN,Deutsche Bahn AG; Société Nationale des Chemins de Fer Belges; NV Nederlandse Spoorwegen; Transfracht; Intercontainer,5,Complaint,Infringement,82,Discriminatory pricing,Karel van Miert (M),14,1,T-229/94,,,,,,,
374,34179,13.01.1992,13.04.1994,27,Stichting Certificatie Kraanverhuurbedrijf and FNK,Stichting Certificate Kraanverhuurbedrijf; Federatie van Nederlandse Kraanverhuurbedrijven,2,Complaint,Infringement,15,"Crane hire agreement, which leads to vertical restraints",Karel van Miert (M),14,0,,,,,,,,
375,34456,19.08.1991,29.04.1994,32,STICHTING BAKSTEEN,Rodruza BV; Teewen BV; Boral Nedusa Baksteen BV; Koramic Baksteengroep BV; De Jong van Lekkerkerk Holding BV (Desimpel); Steenfabriek Huissenswaard BV; Steenfabriek De Rijswaard BV; L.J. Duijs Steenfabrieken BV; Daas Baksteen BV; C.R.H. Kleiwaren Beheer BV; Steenfabriek Zennewijnen BV; Steenfabriek De Waalwaard BV; Hagens Steenfabrieken BV; Baksteen Helden BV; Smeijers & Voortman BV; Steenindustrie Strating BV; Stichting Baksteen,17,Notification,Exemption,81,Capacity limiting agreement,Karel van Miert (M),14,0,,,,,,,,
376,33640,21.11.1991,18.05.1994,30,EXXON / SHELL,Exxon Chemical International Inc.; Shell International Chemical Company Limited,2,Notification,Exemption,81,Joint venture,Karel van Miert (M),14,0,,,,,,,,
377,32075,19.02.1992,06.06.1994,28,BAYER / BP Chemicals,Bayer AG; BP Chemicals International Ltd.; Erdölchemie GmbH,3,Notification,Exemption,81,"Change in an agreement, which was already exempted",Karel van Miert (M),14,0,,,,,,,,
378,33833,21.12.1992,13.07.1994,18,CARTONBOARD,"Buchmann GmbH; Cascades SA; Enso-Gutzeit Oy; Europa Carton AG; Finnboard - the Finnish Board Mills Association; Oy Kyro; Metsä-Serla Oy; Tampella Corporation; United Paper Mills; Fiskeby Board AB; Gruber & Weber GmbH; Kartonfabriek  ""de Eendracht""NV (trading as BPB de Eendracht); NV Koninklijke KPN BT NV; Laakmann Karton GmbH; Mo Och Domsjö AB; Mayr-Melnhof Karton Gesellschaft mbH; Papeteries de Lancey SA; Rena Kartonfabrik A/S; Sarrió SpA; SCA Holding Ltd.; Stora Kopparbergs Bergslags AB; Enso Española SA; Moritz J. Weig GmbH",27,Commission own initiative,Infringement,81,Price fixing and information exchange,Karel van Miert (M),14,1,"T-295/94, T-304/94, T-308/94, T-309/94, T-310/94, T-311/94, T-317/94, T-327/94, T-334/94, T-337/94, T-338/94, T-339/94, T-340/94, T-347/94, T-348/94, T-352/94, T-354/94, T-319/94",,,,,,,
379,34857,18.09.1993,27.07.1994,10,BT & MCI,British Telecommunications plc.; MCI Communications Corporation,2,Notification,Exemption and Negative Claerance,17,Joint venture and one company owns capital in the other (20%),Karel van Miert (M),14,0,,,,,,,,
380,34518,27.05.1993,27.07.1994,14,ACI,British Railways Board; SNCF; Intercontainer,3,Notification,Exemption,81,Joint venture (Tunnel),Karel van Miert (M),14,0,,,,,,,,
381,31865,24.03.1988,27.07.1994,76,PVC,BASF AG; DSM NV; Elf Atochem SA; Enichem SpA; Hoechst AG; Huels AG; Imperial Chemical Industries plc.; Limburgse Vinyl Maatschappij NV; Montedison SpA; Société Artésienne de Vinyl SA; Shell International Chemical Company Ltd.; Wacker Chemie GmbH,12,Commission own initiative,Infringement,81,Horizontal price fixing and quota agreement,Karel van Miert (M),14,1,"T-305/94, T-306/94, T-307/94, T-313/94, T-314/94, T-315/94, T-316/94, T-318/94, T-325/94, T-328/94, T-329/94, T-335/94",,,,,,,
382,34600,29.01.1993,21.09.1994,20,NIGHT SERVICES,European Passenger Services; SNCF; Deutsche Bahn AG; NV Nederlandse Spoorwegen; European Night Services Ltd.,5,Notification,Exemption,81,Joint sharing of train connection (horizontal restraints),Karel van Miert (M),14,1,"T-374/94, T-375/94, T-384/94, T-388/94",,,,,,,
383,34776,04.06.1993,06.10.1994,16,PASTEUR MERIEUX / MERCK,Merck & Co. Inc.; Pasteur Mérieux Sérums et Vaccins,2,Notification,Exemption,81,Joint venture company,Karel van Miert (M),14,0,,,,,,,,
384,34887,22.09.1989,14.10.1994,60,AKZO Chemicals BV,Akzo Chemicals BV,1,Commission own initiative,Infringement,17,Supplying false information during investigation,Karel van Miert (M),14,0,,,,,,,,
385,34446,28.08.1992,19.10.1994,26,Transatlantic Agreement (TAA),Sea-Land Service Inc.; A.P. Moller-Maersk Line; Atlantic Container Line AB; Hapag Lloyd; Nedlloyd Lijnen BV; P&O Containers Ltd.; MSC Mediterranean Shipping Company; OOCL (UK) Ltd.; Polish Ocean Lines; DSR-Senator Lines GmbH; Cho Yang Shipping Company Ltd.; NYK Line (Europe) Ltd.; NOL (Nepture Orient Lines) Ltd.; Transportación Maritima Mexicana SA de CV (TMM); Tecomar SA de CV,15,Complaint,Infringement,81,Price and capacity non-utilization agreements  (horizontal),Karel van Miert (M),14,1,T-395/94,,,,,,,
386,34410,30.06.1992,11.11.1994,28,OLIVETTI / DIGITAL,"Ing. C. Olivetti & C, SpA; Digital Equipment Corporation; CIR",3,Notification,Exemption,81,Sales commitment between two companies (horizontal),Karel van Miert (M),14,0,,,,,,,,
387,"33126, 33322",12.11.1991,30.11.1994,37,Ciment Cement,Cembureau-Association Européenne du Ciment; Holderbank-Financière Glarus AG; Aker A/S; Euroc AB; Bundesverband der Deutschen Zementindustrie eV-BDZ; Heidelberger Zement AG; Dyckerhoff AG; FIC-Fédération de l'Industrie Cimentière; Cimenteries CBR SA; Aalborg Portland; Agrupación de Fabricantes de Cementos; Asland SA; Corporación Uniland SA; Hispacement SA; SFIC-Syndicat Français de l'Industrie Cimentière; Lafarge Coppée SA; Société des Ciments Français; Vicat SA; Cedest SA; Association of the Greek Cement Industry; Irish Cement Ltd.; Italcementi-Fabbrishe riunite Cemento SpA; Unicem SpA; Cementir-Cementerie del Tirreno SpA; Fratelli Buzzi SpA; Ciments Luxembourgeois SA; Vereniging Nederlandse Cementindustrie-VNC; Eerste Nederlandse Cement Indusgtrie NV-ENCI; ATIC Associção Técnica da Indústria do Cimento; Cimpor-Cimentos de Portugal AP; SECIL-Companhia Geral de Cal e Cimento SA; British Cement Association; Blue Circle Industries Plc.; The Rugby Group Plc.; Casle Cement Ltd.; Alsen-Breitenburg Zement- und Kalkwerke GmbH; Nordcement AG; Titan Cement Company; Heracles General Cement Company; Halkis Cement Company; Hornos Ibéricos Alba SA; Compañia Valenciana de Cementos Portland SA ,42,Commission own initiative,Infringement,81,"Horizontal price fixing, quota and market sharing",Karel van Miert (M),14,1,"T-25/95, T-26/95, T-30/95, T-31/95, T-32/95, T-34/95, T-35/95, T-36/95, T-37/95, T-38/95, T-39/95, T-42/95, T-43/95, T-44/95, T-45/95 (later T-28/03, pending)",,,,,,,
388,34891,21.10.1993,12.12.1994,13,FUJITSU AMD SEMICONDUCTOR,Fujitsu Ltd.; Advanced Micro Devices inc.,2,Notification,Exemption and Negative Claerance,81,Joint venture in R&D and promotion,Karel van Miert (M),14,0,,,,,,,,
389,32490,15.11.1991,13.12.1994,36,Eurotunnel,British Railways Board; SNCF; The Channel Tunnel Group Ltd.; France-Manche SA,4,Notification,Exemption,81,Joint sharing of train connection (horizontal restraints),Karel van Miert (M),14,1,"T-79/95, T-80/95",,,,,,,
390,34768,28.06.1993,15.12.1994,18,International Private Satellite Partners,International Private Satellite Partners L.P.; Orion Satellite Corporation; British Aerospace Communications Inc.; COM DEV Satellite Communications Ltd.; Kingston Communications International Ltd.; MCN SAT U.S. Inc.; Orion Network Systems; STET-Sociatà Finanziaria Telefonica per Azioni; Trans-Atlantic Satellite Inc.; General Dynamics Commercial Launch Services Ltd.,10,Notification,Negative Clearance,81,Joint venture,Karel van Miert (M),14,0,,,,,,,,
391,33863,03.01.1991,16.12.1994,48,ASAHI / Saint-Gobain,Saint-Gobain Vitrage International; Asahi Glass Company Ltd.,2,Notification,Exemption,81,Change in joint venture contract,Karel van Miert (M),14,0,,,,,,,,
392,33218,18.12.1992,21.12.1994,24,Far Eastern Freight Conference,Compagnie Générale Maritime; Hapag-Lloyd Aktiengesellschaft; Croatia Line; Kawasaki Kisen Kaoisha Ltd.; Lloyd Triestino di Navigazionie SpA; AP Moller-Maersk Line; Malaysian International Shipping Corporation Berhad; Mitsui OSK Lines Ltd.; Nedlloyd Lines BV; Neptune Orient Lines Ltd.; Nippon Yusen Kabushiki Kaisha; Orient Overseas conteiner Line; P&O Containers Ltd.; Wilh. Wilhelmsen Ltd. A/S,14,Complaint,Infringement,81,Horizontal price fixing,Karel van Miert (M),14,1,T-86/95,,,,,,,
393,34252,03.03.1992,21.12.1994,34,Philips / Osram,Philips Lighting Holding BV; Osram GmbH,2,Notification,Exemption,81,"Change in an joint venture agreement, which was already exempted (horizontal)",Karel van Miert (M),14,0,,,,,,,,
394,"32948, 34590",14.05.1993,21.12.1994,20,Tretorn & others,Tretorn Sport Ltd.; Tretorn AB; Formula Sport International Ltd.; Fabra SPA; Tenimport SA; Zürcher AG; Van Megen Tnnis BV,8,Commission own initiative,Infringement,81,Vertical export ban,Karel van Miert (M),14,1,T-49/95,,,,,,,
395,33686,06.07.1993,30.01.1995,19,COAPI,Colegio Oficial de Agentes de la Propiedad Industrial (Coapi),1,Informal Complaint,Infringement,81,"Trademark, patents and licensing agreements which lead to price fixing",Karel van Miert (M),14,0,,,,,,,,
396,33375,24.11.1989,31.01.1995,62,PMI-DSV,Pari Mutuel International SA; Deutscher Sportverlag Kurt Stoof GmbH & Co.,2,Complaint,Exemption,81,"Sub-licensing, thereby price fixing (vertical)",Karel van Miert (M),14,0,,,,,,,,
397,N/A,08.02.1993,28.06.1995,27,Zaventem,Kingdom of Belgium,1,Complaint,Infringement,"86, 82",Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
398,33802,12.05.1993,12.07.1995,26,"BASF Lacke & Farben AG, Accinauto Sa",BASF Lacke+Farben AG; Accinauto SA,2,Commission own initiative,Infringement,81,Preventing parallel trade ( vertical),Karel van Miert (M),14,1,"T-175/95, T-176/94",,,,,,,
399,N/A,30.01.1995,04.10.1995,9,GSM Italia,Italian Republic,1,Commission own initative,Infringement,"86, 82",Distortion of competition,Karel van Miert (M),14,0,,,,,,,,
400,"34216, 34179, 34202",13.01.1992,29.11.1995,47,SCK / FNK,Stichting Certificate Kraanverhuurbedrijf; Federatie van Nederlandse Kraanverhuurbedrijven,2,Notification,Infringement,82,Exclusionary practice,Karel van Miert (M),14,1,"T-213/95, T-18/96",,,,,,,
401,34279,26.09.1994,10.01.1996,15,ADALAT,Bayer AG,1,Commission own initiative,Infringement,81,Export ban through licensing,Karel van Miert (M),14,1,T-41/96,,,,,,,
402,35545,11.05.1995,16.01.1996,9,Lufthansa & SAS,Deutsche Lufthansa AG; Scandinavian Airlines System,2,Notification,Exemption,81,"Commercial and Marketing relationship, small joint venture and alliance",Karel van Miert (M),14,0,,,,,,,,
403,34983,26.05.1995,05.06.1996,12,Fenex,Nederlandse Organisatie voor Expeditie en Logistiek,1,Commission own initiative,Infringement,81,Collectively recommended tariffs (horizontal),Karel van Miert (M),14,0,,,,,,,,
404,34607,27.01.1993,24.06.1996,41,Banque Nationale de Paris / Dresdner Bank,Banque Nationale de Paris SA; Dresdner Bank AG,2,Notification,Exemption,81,Exclusive world wide horizontal co-operation,Karel van Miert (M),14,0,,,,,,,,
405,35337,16.12.1994,17.07.1996,19,Atlas,Deutsche Telekom AG; France Télécom,2,Notification,Exemption,81,Joint venture (horizontal alliance),Karel van Miert (M),14,0,,,,,,,,
406,35617,29.06.1995,17.07.1996,13,Phoenix / Global one,Deutsche Telekom AG; France Télécom; Sprint Communications Corporation,3,Notification,Exemption,81,Joint venture (horizontal alliance),Karel van Miert (M),14,0,,,,,,,,
407,34503,12.09.1994,30.10.1996,26,Ferry Operators,P&O European Ferries; Stena Line UK; Sea France; Brittany Ferries SA; North Sea Ferries,5,Commission own initiative,Infringement,81,Tariff fixing,Karel van Miert (M),14,0,,,,,,,,
408,N/A,15.05.1996,27.11.1996,6,Telecom Eireann,Ireland,1,Notification,Exemption,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
409,35679,04.08.1995,04.12.1996,16,Novalliance / Systemform,Systemform GmbH,2,Complaint,Infringement,81,Preventing parallel trade,Karel van Miert (M),14,0,,,,,,,,
410,35518,11.08.1995,18.12.1996,17,Iridium,Iridium LLC,1,Notification,Negative Clearance,81,Introducing a natural monopoly to the market,Karel van Miert (M),14,0,,,,,,,,
411,N/A,06.02.1995,18.12.1996,22,GSM Spain,Kingdom of Spain,1,Commission own initiative,Infringement,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
412,N/A,14.05.1996,12.02.1997,9,Additional implementation periods to Portugal,Portuguese Republic,1,Notification,Exemption,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
413,N/A,28.06.1996,14.05.1997,11,Additional implementation periods to Luxembourg,Grand Duchy of Luxembourg,1,Notification,Exemption,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
414,"34621, 35059",22.04.1993,14.05.1997,48,Irish Sugar,Irish Sugar plc.,1,Commission own initiative,Infringement,82,Predatory pricing and discriminatory rebates,Karel van Miert (M),14,1,T-228/97,,,,,,,
415,N/A,26.11.1996,10.06.1997,5,Additional implementation periods to Spain,Kingdom of Spain,1,Notification,Exemption,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
416,N/A,25.06.1996,18.06.1997,12,Additional implementation periods to Greece,Hellenic Republic,1,Notification,Exemption,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
417,N/A,23.02.1995,26.06.1997,28,Broadcasting television Flanders,Kingdom of Belgium,1,Commission own initiative,Infringement,86,Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
418,N/A,07.05.1997,21.10.1997,5,Italian ports legislation,Italian Republic,1,Commission own initiative,Infringement,"86, 82",Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
419,N/A,21.06.1994,21.10.1997,40,Tariffs for piloting in the Port of Genoa,Italian Republic,1,Complaint,Infringement,"86, 82",Discriminatory business rules by regulation,Karel van Miert (M),14,1,179/90,,,,,,,
420,35830,04.03.1996,29.10.1997,20,Unisource,PTT Telecom BV; Telia AB; Swiss PTT,3,Notification,Exemption,81,Joint venture (horizontal alliance),Karel van Miert (M),14,0,,,,,,,,
421,35738,01.03.1995,29.10.1997,32,Uniworld,Unisource NV; AT&T SA/NV,2,Notification,Exemption,81,Joint venture (horizontal alliance),Karel van Miert (M),14,0,,,,,,,,
422,34801,20.07.1993,14.01.1998,53,Frankfurt Airport,Flughafen Frankfurt?Main AG,1,Complaint,Infringement,82,Abuse of dominant position to prevent possible competition,Karel van Miert (M),14,0,,,,,,,,
423,35733,24.10.1996,28.01.1998,15,VW-Audi,Volkswagen AG,1,Complaints by consumer and Commission own initiative,Infringement,81,Preventing parallel import,Karel van Miert (M),14,1,T-62/98,,,,,,,
424,"34395, 34073, 35436",29.07.1993,11.03.1998,55,Van Den Bergh Foods,Van den Bergh Foods Ltd.,1,Notification,Infringement,"81, 82",Exclusive distribution system (vertical),Karel van Miert (M),14,1,T-65/98 (pending),,,,,,,
425,35613,22.07.1995,11.06.1998,34,AFS / ADP,Aéroports de Paris,1,Complaint,Infringement,82,Abuse of dominant position to eliminate competition,Karel van Miert (M),14,1,T-128/98,,,,,,,
426,36010,27.02.1997,17.06.1998,16,AAMS,Amministrazione Autonoma dei Monopoli di Stato,1,Complaint,Infringement,82,Abusive exclusive purchasing,Karel van Miert (M),14,1,T-139/98,,,,,,,
427,35134,24.05.1996,16.09.1998,28,TACA,,16,Commission own initiative,Infringement,"81, 82",Abuse of collective dominance in transatlantic container transport,Karel van Miert (M),14,1,"T-18/97 (later T-191/98, T-212/98, T-213/98, T-214/98 pending)",,,,,,,
428,"33708, 33709, 33710, 33711",04.05.1992,14.10.1998,77,British Sugar ,British Sugar plc.; Tate & Lyle plc.; Napier Brown & Company Ltd.; James Budgett Sugars Ltd.,4,Commission own initiative ,Infringement,81,Price fixing,Karel van Miert (M),14,1,"T-202/98, T-207/98, T-204/98",,,,,,,
429,35691,19.03.1997,21.10.1998,19,Preinsulated Pipes,ABB Asea Brown Boveri Ltd.; Brugg Rohrsysteme GmbH; Dansk Rorindustrie A/S; HFB Holding für Fernwärmetechnik-Beteiligungsgesellschaft mbH & Co KG; HFB Holding für Fernwärmetechnik Beteiligungsgesellschaft mbH; Isoplus Fernwärmtechnik GmbH Rosenheim; Isoplus Fernwärmetechnik Ges mbH Hohenberg; Isoplus Fernwärmetechnik Ges mbH - stille Gesellschaft; Isoplus Fernwärmetechnik GmbH Sondershausen; Ke-Kelit Kunststoffwerk Ges mbH; Oy KWH Tech AB; Logstor Ror A/S; Pan-Isovit GmbH; Sigma Tecnologie di Rivestimento Srl.; Tarco Energi A/S,16,Commission own initiative ,Infringement,81,Price fixing and quota,Karel van Miert (M),14,1,"T-15/99, T-16/99, T-17/99, T-21/99, T-23/99, T-28/99, T-9/99, T-31/99",,,,,,,
430,34466,01.07.1994,09.12.1998,52,Greek Ferries ,,7,Commission own initiative,Infringement,81,Horizontal price fixing,Karel van Miert (M),14,1,"T-56/99, T-59/99, T-61/99, T-65/99, T-66/99 (pending)",,,,,,,
431,35280,26.10.1994,14.12.1998,49,SICASOV,Sicasov (Société coopérative d'intérêt collectif agricole anonyme à capital variable),1,Notification,Exemption,81,Vertical restraints via distribution agreements,Karel van Miert (M),14,0,,,,,,,,
432,36718,22.10.1997,24.01.1999,15,CECED,,1,Notification,Exemption,81,Preventing parallel import,Karel van Miert (M),14,0,,,,,,,,
433,36253,31.10.1996,26.01.1999,27,P&O Stena Line,,2,Notification,Negative Clearance,81,Joint venture (horizontal alliance),Karel van Miert (M),14,0,,,,,,,,
434,35767,05.05.1997,10.02.1999,21,PO/ Redevances d'atterisage en Finland,,1,Commission own initiative,Infringement,82,Abuse of dominant position via price discrimination,Karel van Miert (M),14,0,,,,,,,,
435,35703,23.06.1998,10.02.1999,8,PO/ ANA Redevances atterissage au Portugal,,1,Commission own initiative,Infringement,"82, 86",Discriminatory business rules by regulation,Karel van Miert (M),14,N/A,,,,,,,,
436,35079,24.05.1994,24.02.1999,57,Whitbread,,1,Notification,Exemption,81,Exclusive purchasing agreements and licensing (vertical),Karel van Miert (M),14,0,,,,,,,,
437,36237,18.10.1996,03.03.1999,28,TPS & 7,,6,Notification,Exemption,81,jv,Karel van Miert (M),14,1,T-112/99,,,,,,,
438,36147,17.07.1996,07.04.1999,32,IMA- EPI code of conduct,,1,Notification,Exemption,81,"Non comparative advertisement, exclusive licensing",Karel van Miert (M),14,0,,,,,,,,
439,30373,20.02.1995,12.04.1999,49,P&I Clubs,,1,Notification,"Renewal of exemption, related to Greek Ferries","81, 82",Price setting and horizontal constraints,Karel van Miert (M),14,0,,,,,,,,
440,34250,06.04.1999,30.04.1999,1,EATA,,16,Commission own initiative,Infringement,81,Horizontal agreement concerning price fixing,Karel van Miert (M),14,0,,,,,,,,
441,"36592, 36581",18.07.1997,20.05.1999,22,Cegetel + 4,,4,Notification,Negative Clearance,81,"Change in shareholder agreement, which could lead to less competition",Karel van Miert (M),14,0,,,,,,,,
442,36081,11.06.1996,16.06.1999,37,Bass,,1,Notification,Exemption,81,Licensing agreement (vertical),Karel van Miert (M),14,0,,,,,,,,
443,35992,25.04.1996,16.06.1999,38,Scottish and New Castle,,1,Notification,Exemption,81,Exclusive distribution system and vertical restraints,Karel van Miert (M),14,0,,,,,,,,
444,34780,09.07.1993,14.07.1999,72,Virgin / British Airways,,1,Complaint,Infringement,"81, 82",Price discrimination and exclusion from future competition on its operating market,Karel van Miert (M),14,1,T-219/99 (pending),,,,,,,
445,36581,09.07.1997,17.07.1999,24,Cetegel / SNCF,,3,Notification,Negative Clearance,81,Co-operation between two horizontal competitors (joint venture),Karel van Miert (M),14,0,,,,,,,,
446,36888,25.08.1998,20.07.1999,11,CFO (Football World Cup),,1,Commission own initiative,Infringement,82,Discrimatory pricing and sales,Karel van Miert (M),14,0,,,,,,,,
447,"34010, 33793, 34234, 34888",11.06.1993,08.09.1999,75,"Nederlandse Vereniging van Banken, Nederlandse Postorderbond, etc",,1,Notification,Negative Clearance,81,Dealing contract agreement (GSA) (charge fixing),Karel van Miert (M),14,0,,,,,,,,
448,36213,26.09.1996,14.09.1999,35,GEAE/ P&W,,2,Notification,Exemption,"81, 82",Joint Venture between two horizontal competitors,Karel van Miert (M),14,0,,,,,,,,
449,36748,31.10.1997,15.09.1999,23,Reims II + 13,,17,Notification,Exemption,81,Co-operation between all European postal services,Karel van Miert (M),14,0,,,,,,,,
450,36539,13.06.1997,15.09.1999,28,British Interactive Broadcasting / Open (Bib+4),,4,Notification,Exemption,81,Joint venture (horizontal alliance),Karel van Miert (M),14,0,,,,,,,,
451,33884,19.03.1991,26.10.1999,103,FEG+TU,,2,Complaint,Infringement,81,"Exclusive distribution systems, preventing parallel import and fix prices",Karel van Miert (M),14,1,"T-5/00, T-6/00 (pending)",,,,,,,
452,39041 (35860),20.01.1999,08.12.1999,10,Seamless steel tubes,,8,Commission own initiative,Infringement,81,Horizontal agreements like capacity quota,Mario Monti (M),15,1,"T-44/00, T-48/00, T-50/00, T-67/00, T-68/00, T-71/00, T-78/00 (pending)",,,,,,,
453,34237,04.08.1998,14.12.1999,16,Anheuser-Busch Inc/Scottish and New Castle,,3,Commission own initiative,Infringement,15,Did not supply all information,Mario Monti (M),15,0,,,,,,,,
454,32150,27.08.1996,10.05.2000,44,Eurovision,,1,Notification,Exemption,81,"Exclusive licensing, joint licensing, etc.=vertical restraints",Mario Monti (M),15,0,,,,,,,,
455,34018,19.04.1994,16.05.2000,73,FETTCSA,,15,Commission own initiative,Infringement,81,Horizontal price fixing and market sharing,Mario Monti (M),15,0,,,,,,,,
456,36545,29.10.1998,07.06.2000,19,Amino Acids,,7,Commission own initiative,Infringement,81,Horizontal price fixing and market sharing,Mario Monti (M),15,1,"T-220/00, T-223/00, T-224/00, T-230/00 (pending)",,,,,,,
457,"36456, 36492",27.03.1999,29.06.2000,15,"Inntrepreneure, Spring",,2,Notification,Negative Clearance,81,Exclusive licensing,Mario Monti (M),15,0,,,,,,,,
458,36516,26.06.1998,05.07.2000,24,Nathan-Bricolux,,2,Commission own initiative,Infringement,81,Preventing parallel import (exclusive licensing),Mario Monti (M),15,0,,,,,,,,
459,35737,29.04.1997,26.07.2000,39,AENA,,1,Commission own initiative,Infringement,"82, 86",Discriminatory business rules by regulation,Mario Monti (M),15,N/A,,,,,,,,
460,36653,21.04.1999,20.09.2000,17,Opel,,2,Commission own initiative,Infringement,81,Preventing parallel import,Mario Monti (M),15,1,T-368/00 (pending),,,,,,,
461,39046 (33133),19.02.1990,13.12.2000,129,Soda-Ash / ICI,,1,Commission own initiative,Infringement,81,Abuse of dominant position via price discrimination and exclsusive dealing and rabate contracts,Mario Monti (M),15,1,T-66/01 (pending),,,,,,,
462,39004 (33133),19.02.1990,13.12.2000,129,Soda-Ash / Solvay,,1,Commission own initiative,Infringement,81,Abuse of dominant position via price discrimination and exclsusive dealing and rabate contracts,Mario Monti (M),15,1,"T-57/01, T-58/01 (pending)",,,,,,,
463,39003,19.02.1990,13.12.2000,129,Soda-ash - Solvay / CFK,,1,Commission own initiative,Infringement,81,Abuse of dominant position via price discrimination and exclsusive dealing and rabate contracts,Mario Monti (M),15,1,,,,,,,,
464,37721,16.05.2000,21.12.2000,7,Consorzio Risposta + 1,,1,Commission own initiative,Infringement,86,Discriminatory business rules by regulation,Mario Monti (M),15,N/A,,,,,,,,
465,35918,15.02.1996,21.12.2000,58,Central Parts/JCB,,1,Complaint,Infringement,81,"Concerted practice, such as vertical import bans, price fixing, market sharing, etc.",Mario Monti (M),15,1,T-67/01 (pending),,,,,,,
466,36841,23.12.1999,29.12.2000,12,Unisource,,1,Notification,Negative Clearance,81,Joint venture,Mario Monti (M),15,0,,,,,,,,
467,35141,07.06.1994,20.03.2001,82,UPS / Deutsche Post AG,,1,Complaint,Infringement,82,"Price discrimination, cross-subsidising leading to predatory pricing",Mario Monti (M),15,0,,,,,,,,
468,37576,19.07.1999,19.04.2001,21,UEFA,,1,Notification,Negative Clearance,81,Distribution Agreement,Mario Monti (M),15,0,,,,,,,,
